num_samples,split,case,prompt_pair,mean_text_embedding_cosine,mean_text_embedding_delta_norm,mean_state_normalized_mse,mean_intermediate_mask_logit_normalized_mse,mean_intermediate_soft_dice,mean_intermediate_binary_dice,mean_intermediate_probability_mae,mean_intermediate_target_to_source_foreground_ratio,mean_final_soft_dice,mean_final_binary_dice,mean_final_probability_mae,mean_final_target_to_source_foreground_ratio,intermediate_both_empty_count,intermediate_source_to_empty_collapse_count,final_both_empty_count,final_source_to_empty_collapse_count
2,train,HEM_PA99.nii.gz,liver -> liver organ,0.9665619730949402,35.05427551269531,0.001984863745747134,0.0005398953680924024,0.9733932614326477,0.9974358975887299,0.0004417301679723185,0.500733137829912,0.9789012670516968,0.9982978701591492,0.00015127536607907401,0.49733234050402025,1,0,1,0
2,train,HEM_PA99.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.045338798547163606,0.011776069033658132,0.9378001987934113,0.9622496068477631,0.004152669571394357,0.45161290322580644,0.9556421637535095,0.9746484160423279,0.0023675994016233454,0.47317653006155086,1,0,1,0
2,train,HEM_PA99.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.0014339771441882476,0.001009774387057405,0.9710202515125275,0.9916967451572418,0.0009809328476376089,0.5153958944281525,0.97774937748909,0.9963449835777283,0.00034048481029460187,0.4948013088951586,1,0,1,0
2,train,HEM_PA99.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.0026293749106116593,0.0004502102892729454,0.9715980589389801,0.9938361048698425,0.0007541935775322329,0.5109970674486803,0.9777311980724335,0.9966631233692169,0.0003099307941738927,0.4944494920858296,1,0,1,0
2,train,HEM_PA99.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.0014010976738063619,0.0009396049863426015,0.9710202515125275,0.9916967451572418,0.0009809328476376089,0.4850640113798009,0.97774937748909,0.9963449835777283,0.00034048481029460187,0.5052533117954453,1,0,1,0
2,val,CYST_PA62.nii.gz,liver -> liver organ,0.9665619730949402,35.05427551269531,0.002027405542321503,0.0004529758844000753,0.9640036821365356,0.9935834109783173,0.0005009182496016532,0.4970472440944882,0.9470349848270416,0.9920295476913452,0.0005676430882886097,0.49021698412241016,1,0,1,0
2,val,CYST_PA62.nii.gz,liver -> segment the liver,0.652979850769043,113.48493957519531,0.04378374060615897,0.0081042496021837,0.8861499130725861,0.8970080614089966,0.006391546223317725,0.35531496062992124,0.8830714523792267,0.9004583358764648,0.005693133454769958,0.3658020508725059,1,0,1,0
2,val,CYST_PA62.nii.gz,liver -> the liver,0.9907225370407104,18.397459030151367,0.0012580517359310761,0.0008471602995996363,0.963053286075592,0.9879691898822784,0.0009025153704018655,0.5226377952755905,0.9448274970054626,0.9884867072105408,0.0008135242969729063,0.48987325097459666,1,0,1,0
2,val,CYST_PA62.nii.gz,liver -> the liver organ,0.9619531035423279,37.39681625366211,0.0025791997322812676,0.0005127768090460449,0.9628603160381317,0.9864341020584106,0.0008854489424328889,0.515748031496063,0.9442749619483948,0.9867520332336426,0.0009394624503329564,0.4881278275653402,1,0,1,0
2,val,CYST_PA62.nii.gz,the liver -> liver,0.9907225370407104,18.397459030151367,0.0012339924287516624,0.0007933944471005816,0.963053286075592,0.9879691898822784,0.0009025153704018655,0.4783427495291902,0.9448274970054626,0.9884867072105408,0.0008135242969729063,0.5103360910248276,1,0,1,0
